"filename", "language", "TypeScript", "HTML", "JSON", "JavaScript JSX", "CSS", "XML", "JavaScript", "JSON with Comments", "Markdown", "Properties", "comment", "blank", "total"
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useEffectDesignations.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useEffectGetAllEmployees.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useEffectGetHolidays.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useEffectUserDetail.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useMonthlyOvertimeStatistics.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 38
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useUserShifts.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 33
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/lib/Chart/AnyChart.jsx", "JavaScript JSX", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/lib/LucideIcon.jsx", "JavaScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 13, 2, 34
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/main.jsx", "JavaScript JSX", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Attendances/AttendanceRequestsPage.jsx", "JavaScript JSX", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 5, 8, 155
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Attendances/AttendancesPage.jsx", "JavaScript JSX", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 6, 15, 163
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Dashboard/DashboardPage.jsx", "JavaScript JSX", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 2, 3, 29
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Dashboard/charts/DepartmentPersonnelChart.jsx", "JavaScript JSX", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 13, 7, 69
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Dashboard/charts/DesignationDistributionChart.jsx", "JavaScript JSX", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 8, 7, 89
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Departments/Cards/DepartmentCard.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Departments/DepartmentDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 14, 18, 142
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Departments/DepartmentsPage.jsx", "JavaScript JSX", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 2, 5, 47
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Designations/Cards/DesignationCard.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Designations/DesignationDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 20, 23, 199
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Designations/DesignationsPage.jsx", "JavaScript JSX", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 2, 7, 71
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Employees/Cards/EmployeeCard.jsx", "JavaScript JSX", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 4, 4, 43
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Employees/EmployeeNewPage.jsx", "JavaScript JSX", 0, 0, 0, 743, 0, 0, 0, 0, 0, 0, 41, 72, 856
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Employees/EmployeesPage.jsx", "JavaScript JSX", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 5, 7, 62
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Holidays/HolidayDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 3, 20, 156
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Holidays/HolidaysPage.jsx", "JavaScript JSX", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 7, 9, 140
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/HomePage.jsx", "JavaScript JSX", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 16, 19, 104
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/LeaveTypes/LeaveTypeDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 9, 17, 265
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/LeaveTypes/LeaveTypesPage.jsx", "JavaScript JSX", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 9, 7, 144
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Leaves/LeaveRequestsPage.jsx", "JavaScript JSX", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 7, 9, 164
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Leaves/LeavesPage.jsx", "JavaScript JSX", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 8, 8, 127
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/LoginPage.jsx", "JavaScript JSX", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 3, 18, 134
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/NotFoundPage.jsx", "JavaScript JSX", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Overtimes/OvertimesPage.jsx", "JavaScript JSX", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 14, 11, 205
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Schedules/ScheduleDetailPage.jsx", "JavaScript JSX", 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 42, 32, 373
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/pages/Schedules/SchedulesPage.jsx", "JavaScript JSX", 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 5, 11, 133
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/services/department.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 67
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/services/designations.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 86
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/services/employeeService.ts", "TypeScript", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 138
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/services/holiday.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 79
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/services/signin.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/style/fonts.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/style/tailwind.css", "CSS", 0, 0, 0, 0, 1990, 0, 0, 0, 0, 0, 167, 602, 2759
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/style/tailwind.input.css", "CSS", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 1, 18, 132
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/types/nullish.d.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/types/svg.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/breakTime.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/capitalized.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/fast-date-fns.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/fullname.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/position.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/runAsyncWithAborter.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/scheduleDisplayText.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 22
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/sleep.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/utils/timeDisplayText.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 32
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/vite.env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/tailwind.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 5, 19, 142
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 4, 36
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/tsconfig.node.json", "JSON", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/vite.config.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"Total", "-", 931, 15, 3327, 4155, 2140, 123, -2433, 12, 5, -6, 307, 677, 9253
